searchTerm,jobTitle,companyName,companyLocation,salary,hiddenSalary,jobType,jobDesc,url,companyRating
Data Analyst,Data Analyst,Paxus,Sydney NSW,,$90000-$99999,Contract,"My client is a leading Government organisation looking to hire an experienced Data Analyst who has worked on large complex projects.

My client is a leading Government organisation looking to hire an experienced Data Analyst who has worked on large complex projects.

The role is required to gather requirements, perform development tasks and design appropriate process tests as required to ensure the success of a project to deliver a high profile data asset.

The role will require relevant technical and data analysis experience with strong communication skills. Demonstrated experience developing software and data solutions with integrated testing is required.

Key Accountabilities:
Play a lead role in developing and documenting matching techniques, for individuals in particular, across the organisation.

Report on and present the outcomes of various approaches to matching, to audiences across the business (with both technical and non-technical backgrounds).

Evaluate the effectiveness of various matching techniques using statistical approaches, in line with project requirements and with a focus on demonstrating value for the company.

Consult with stakeholders and interrogate systems to develop a comprehensive understanding of the project datasets, including their limitations of use.

Prepare project documentation as required, including status updates, reports, and discussion papers.

Knowledge, Skills and Experience

Demonstrated experience matching datasets of varying data quality, experience matching individuals preferred.

Demonstrated experience programming in SQL (of any flavour)

Experience with data matching projects.

Formal Qualification in ICT

Experience with programming languages like Python

The selected person must undergo and pass a Police Check and Working with Children Check.

Please apply via job ad, any questions please give Nicola McIntyre a call on 0294645710 and quote reference number 200194052

Sydney CBD

SQL Server experience essential

Work for a leading Government organisation",https://au.indeed.com/rc/clk?jk=1a8e83f45fd4d300&fccid=0be9b830285b4790&vjs=3,
Data Analyst,Data Analyst,Kelly Services,Sydney NSW,,$90000-$99999,Temporary,"Global Search Engine Giant - Based in Sydney

12 Month Contract

$50 - $55 per hour plus super

Our client, a Global Search Engine Giant has an opportunity for a Data and Reporting Analyst to join their team based in Pyrmont. The successful candidates are tasked to Identify transit user expectations, broken critical user journeys, data gaps and provide insights to product.

Key Responsibilities:
Create city level transit data modeling policies based on the market needs and local regulations.
Identify patterns and systematic data problems or gaps.
Validate quality of new and updated data.
Field escalations of complex or edge-case data issues from internal teams and resolve appropriately including creating bugs for external teams.
Assist PgMs and SPD to communicate with the partner/provider about required data fixes or inform about problematic data areas.

Criteria for Selection:

Must have excellent oral and written communication skills
Familiarity with regional urban transit systems and ability to develop a deep expertise of those systems for a selected set of cities
Ability to develop a deep understanding of GTFS data structures and specs
Uncompromised Attention to Detail
Ability to travel internationally or domestically for brief periods (<1 week)
Good technical writing capabilities for generating regular reports and drafting data modeling policy

If you are interested in the role and fit the above criteria apply via the job board, alternatively you can send over your resume to Jeremy_Olaivar@kellyservices.com.au
BBBH486241_158146429824067",https://au.indeed.com/rc/clk?jk=f78845ae7d648b6c&fccid=26a0583287ba1940&vjs=3,3.9
Data Analyst,Data Analyst,Clicks IT Recruitment,Sydney Central Business District NSW,,$90000-$99999,,"Clicks IT Recruitment is proud to be working with a nationally recognised, ASX listed company.

They are looking for a driven and experienced Data Analyst who enjoys getting into the details to get analytics work done. This role will be a 6 month contract based in the CBD.

Responsibilities:
Apply innovative data wrangling and analysis techniques to identify and collate data

Confidently present ideas, results and recommendations to internal stakeholders

Work collaboratively within the larger data analytics team

Keep up-to-date with latest trends and best practices in Data Analysis

Required Skills/Experience:
Proven experience as a Data Analyst

Strong track record of manipulating, processing, and extracting data from large databases

Experience with data visualisation

Demonstrated experience with data on cloud platforms

Expertise in Programming (SQL, R, Python, other)

On offer is the opportunity to work within a well-established team that is always growing, learning, and developing their skills.

If you wish to apply for this position, please submit your resume by clicking the 'Apply Now' button. For further information please contact Dylan Sheoshker at Clicks IT Recruitment on 07 3027 2560.",https://au.indeed.com/rc/clk?jk=c04f041696a8a003&fccid=d9cf8c4e2b1ca9c9&vjs=3,5.0
Data Analyst,Senior Data Analyst - Power BI,Talent International,Victoria,,$90000-$99999,Contract,"A 3 month contract for a Senior Data Analyst is available in the Inner Melbourne area. This role will be working with a global client with a large IT team based here in Australia. You will be working alongside a Senior Data Architect and assisting with a range of Business Intelligence reporting projects.

To apply for this contract you will need the following skills and experience:
Be available to start at short notice or immediate
Previous experience as a Data Analyst
BI reporting experience with expert skills in Power BI and Data Analytics
Excellent interpersonal skills both written and verbal
An ability to hit the ground running.
For more information please call Shelley on 03 9236 7712. Shortlisted candidates will be contacted.",https://au.indeed.com/rc/clk?jk=99b94d6429f8b64b&fccid=ea1f64b071408cc5&vjs=3,4.4
Data Analyst,Data Analyst - Assurance,PwC,Perth WA,,$90000-$99999,,"Line of Service
Assurance
Industry/Sector
Specialism
Data and Analytics Technologies
Management Level
Senior Associate
Job Description & Summary
As a Contractor with PwC, you’ll find the flexibility you need to make choices that suit your individual needs and unique skill set. You’ll gain experience, marketability and the opportunity to grow your network, which you’ll be able to leverage to progress your career.


Join us on an initial three month contract with potential for extension, ideally starting in March 2020.
What will you create?
You’ll help Australian businesses, not-for-profits and governments create value and improve the way they work. From digitising healthcare, to creating smarter cities and igniting our start-up industry, together we build trust in society and solve important problems.
Risk Assurance brings this to life by helping clients to protect and strengthen every aspect of their business; from people to performance, systems to strategy and business plans to business resilience.
As a Data Analyst in our Data Assurance team based in Perth your impact will be seen by:
Delivering crucial business insights to clients through data analytics and data visualisation
Transforming external and internal audit approached by embedding data analytics through the entire audit lifecycle
Helping clients to establish the right controls, processes and structures to ensure that decisions are based on accurate information
Ensuring that information and data provided to regulators and third parties is accurate, complete and can be trusted
About you
You have a strong background with SQL Server, creating scripts and running queries to extract data for various reporting requirements. Expertise with Alteryx in a Cloud environment, PowerBI or Qlik Sense would be a bonus. You are skilled in developing code for data cleansing and manipulation and hold an understanding of various data analytics methodologies.
You’re passionate about being at the forefront of change and ready to help our Risk Assurance team transform how risk is perceived and capitalised on.
You’re collaborative and enjoy working in an innovative environment. You’re a problem solver by nature and want to work with a firm that values the kind of people who reimagine the possible for their clients and stakeholders. Most importantly, you act with integrity and show care for the people you work with.
Life at PwC
Whether you’re working as a contractor to gain experience in a new area, as a platform to gain a more permanent role or as a lifestyle choice, it’ll offer you a predictable pattern of work and provide you with endless opportunities to leverage.
You’ll also benefit from our inclusive culture - something we’re proud of, and why we’re consistently named as one of Australia’s best workplaces. Here, differences are both embraced and the underlying driver in everything we create together.
We empower you with the technology, flexibility and trust needed to make a meaningful difference, supporting you in bringing your whole self to work each day. We’re committed to building and maintaining a diverse workforce because we know it’s only by working together that we can realise the potential of our people, clients and society around us.
We’re living this commitment through initiatives including our Reconciliation Action Plan to increase Indigenous employment and employee-led diversity networks promoting cultural, disability, LGBTI and gender equality. At our core we’re a people business, which means you’ll be supported not just in your professional development but your personal growth as well.
Megan Liu is the Recruitment Manager for the role. As the team experiences high volumes of applications, we appreciate your patience to allow for a timely and fair process for all. Only applicants with an appropriate visa to work in Australia will be considered for this role.
Education (if blank, degree and/or field of study not specified)
Degrees/Field of Study required:
Degrees/Field of Study preferred:
Certifications (if blank, certifications not specified)
Desired Languages (If blank, desired languages not specified)
Travel Requirements
0%
Available for Work Visa Sponsorship?
No
Government Clearance Required?
No
Job Posting End Date",https://au.indeed.com/rc/clk?jk=ff5fcfd9b3c659fa&fccid=5e964c4afc56b180&vjs=3,4.0
Data Analyst,HR Data & Insights Analyst,Aon Corporation,Sydney NSW 2000,,$90000-$99999,,"Posting Description:
Join us at Aon, we are a leading global organization
We offer long term career opportunities
We support work/life flexibility and are based in central Sydney CBD
The opportunity:


The HR team is looking for an innovative HR Data Analyst. You will be working on strategic People analytics and BAU operational HR reporting. There is a dashboard component to the role around design and delivery, integrating reports, and looking at the data and insights into what those metrics are showing.

Your key responsibilities will include:
Interpretation of People Data and Reporting, including the scoping, planning, and delivery of tests that answer specific business queries,
Bringing documents to life and making them easily digestible for non-technical stakeholders,
A Continuous Improvement mindset that promotes opportunities to make business improvements.

In this internal facing role, you will be able to build strong internal networks, work autonomously and learn from a strong team while enjoying a flexible environment that supports work/life balance.


About You:

You bring a strong analytical ability but a ‘people-focused’ approach as well as the ability to see things from an end-user perspective. You will also have:
A strong passion for translating people data into meaningful insights that can ‘tell a story’,
Intermediate to Advanced skillset with MS Access, Excel and Tableau,
Experience with Workday and Workday Report Writer is highly advantageous,
Experience with Alteryx, SQL and statistical modelling is advantageous.

Life at Aon:

We’re a team of authentic and smart individuals focused on providing exceptional value to our clients and our local communities. Meaningful and genuine relationships are at the heart of our business success and we’re proud of our positive impact.


Here at Aon, you’re always more than just a job title. We encourage and support you to expand your knowledge and grow alongside some of the best people in the business – in Australia and throughout our connected global networks.

We embrace an inclusive culture where our people trust each other, respect diversity and share ideas freely.

More about what we do:
Aon is a global professional services company with over 50,000 employees in 120 countries, providing risk management consulting services for businesses large and small. These include solutions focused on safety, security, retirement and health across multiple industries.

Aon is an equal opportunity employer and we invite you to be part of an organisation that has a diverse workplace, values continuous learning and supports many charities and environmental initiatives.",https://au.indeed.com/rc/clk?jk=e9990210eb0e9bcd&fccid=dc08cb56cb2d6276&vjs=3,3.7
Data Analyst,BI & Data Analyst (Microstrategy),Fortune Select,Melbourne VIC,,$90000-$99999,,"Design and develop MicroStrategy dashboards, reports and solutions architecture to meet the needs of client solutions.
Identify repeatable solutions or opportunities to implement or enhance an existing solution.
Interview business users or conduct workshops to extract requirements fulfilling upon both strategic and tactical information needs.
Independently identify project risks and create mitigation strategies and tasks.
Consistently identify project challenges, effectively communicate them with the team, and continue to follow-up accordingly until a solution has been found.
Identify creative solutions while collaborating with the team and leading the implementation.
Independently identify work breakdown structures required to complete project plans and assist in development of project plans.
Design and perform all activities related to migration of MicroStrategy components between environments during development and deployment.
Execute project assignments to support overall objectives of the engagement project plan; analyzes and resolves technical problems on standard systems or selected platforms.
Test reports for data accuracy and conduct root cause analysis and remediation of issues.
Hands-on experience with implementation and support of a business intelligence reporting suite.
Plan the activities and resource requirement of own portion of an engagement; focuses on the delivery of short-term results to the client; ensures that personal workflow is aligned with the engagement timetables.
Identify gaps between project scope and overall client needs.

Knowledge, Skills, and Abilities:

Able to act as a lead for work packages or entire projects and work in an ever-changing environment.
Must have experience in all or most of MicroStrategy deployment, security, consulting, and administration.
Excellent analytical and problem-solving skills to quickly recognize, isolate, and resolve technical problems.
Understand business requirement and able to create/propose solutions.
Ability to work independently and effectively communicate with the client.
Be a strong team player and contribute to a positive company culture.
Experience in metadata modeling, interactive dashboards, highly-formatted report services documents, and performance fine-tuning
Certified MicroStrategy v10+ Architect (Good to have)
Highly proficient in SQL and ETL processes
Experience demonstrating the use of MicroStrategy development tools including Architect, Desktop, Web, Mobile, Object Manager, Enterprise Manager and Command Manager
Recommend and provide technical assistance on future enhancements, such as MicroStrategy version upgrades, project rollouts, architecture modifications, and new reports.
Experience in using MicroStrategy Web SDK
Education & Experience:

Bachelor’s degree in Engineering, Mathematics, Computer Science, Information Systems, Economics or Business, or equivalent
7+ years of experience designing, developing and implementing MicroStrategy reporting solutions from inception to production
Email CV to amits@myfortuneslect.com",https://au.indeed.com/rc/clk?jk=196fee3de8aed3f4&fccid=0ddd285ee27b130f&vjs=3,
Data Analyst,"DATA TESTER / ANALYST, OUTPATIENTS COLLECTIONS",Government of South Australia,Adelaide SA 5000,"$92,784 - $98,143 a year",$90000-$99999,"Full-time, Part-time","Health and Wellbeing
Job reference: 716542
Location: 5000 - ADELAIDE
Job status: Short Term Contract
Eligibility: Open to Everyone

Department for Health and Wellbeing, Provider Commissioning and Performance, Data and Reporting Services
Salary: $92,784-$98,143 - ASO6 - Full Time / Term Contract (up to 26 Jun 2020)

The Data Analyst / Tester is responsible to the Outpatients Collections project for the effective development, implementation, data quality and maintenance of the outpatients’ data sets. The aim of the project is to facilitate the provision of high quality data in a timely manner to meet a broad set of information requirements for SA Health, including national, statutory and departmental information requirements.

Appointment will be subject to a satisfactory Criminal History Check. Aboriginal and Torres Strait Islander applicants are encouraged to apply. Job ref: 716542

 716542 - Data Tester Analyst, Outpatients Collections - Job Pack.pdf


Flexibility Statement

The South Australian public sector promotes diversity and flexible ways of working including part-time. Applicants are encouraged to discuss the flexible working arrangements for this role.",https://au.indeed.com/rc/clk?jk=82ee3d0e19fa9d23&fccid=c35dc08dee659e21&vjs=3,3.9
Data Analyst,Sales Data Analyst,Employsure,Sydney NSW 2000,,$90000-$99999,,"Transform our Sales reporting practices to deliver improved data insight
Aon Best Employer 2018
Newly created role designed to expand our ambitious reporting requirements


The opportunity.

You will join our fast growth Sales Team where this newly created role is an incredible opportunity to improve our current reporting, embed yourself in our business and grow with our ambitious reporting requirements.

Reporting to our Sales Director, you will be providing, analysing and presenting a wide range of Sales data across our Australian and New Zealand Sales Teams including revenue, productivity, deal number and deal size. You will be ensuring that we can provide comprehensive sales data reporting and insight excellence to senior leadership across the business.

You will be pulling data from a variety of sources, including Salesforce, while looking for efficiencies in our reporting approach. You will build Tableau dashboards that can be presented to senior leadership therefore strong communication skills and the ability to translate technical information will ensure your success in this role.

From a technical perspective, you will work with Salesforce, Tableau and SQL for data collection and analysis across various platforms including bespoke internal systems.

Employsure's people are at the core of its business with benefits including a company bonus scheme, state of the art offices in a prime location, every day breakfasts, a very active social committee, additional leave entitlements, and much more.

Key accountabilities.
Ability to present data within clear understandable formats
Capable of interpreting the data to make recommendations
Perform data visualization using Tableau and build custom dashboards, models and reports
Adapt to our fast paced nature and competing priorities
Ability to integrate information from multiple sources
Ability to establish strong working relationships with internal stakeholders
Drive process improvement around all of our reporting

The right person will have:
demonstrated experience in a Business Analyst role
experience working in a sales environment
experience in delivering using the Tableau framework
excellent analytical skills with large data sets across multiple sources
knowledge in Excel, SQL and Salesforce
ability to communicate and work with internal stakeholders

Why join Employsure?


Our vision is to Build Better businesses starting with our own. Employsure is committed to nurturing a diverse and inclusive culture of opportunity. We encourage applications from people of culturally diverse backgrounds, people who identify as LGBTQI+, people of Aboriginal and Torres Strait islander origin, and people with disabilities.


The opportunities are endless, with personal and professional growth being one of our top priorities. In addition, we offer our employees remarkable benefits. If you are looking for a role that can match your ambitions, we want to hear from you.

With a global track record of over 30 years of success, this is your chance to join an industry leader who prides itself on expertise and innovation at an exciting time in the Australian and New Zealand market.


Become a part of our exciting journey. Apply now.",https://au.indeed.com/rc/clk?jk=1fded017311f77c7&fccid=d6db3bed98f9140f&vjs=3,4.8
Data Analyst,Data Analyst (Excel/VBA),Peoplebank,Sydney Central Business District NSW,,$90000-$99999,Contract,"A Large Financial Client is in need of a Senior Data Analyst with extensive experience in Excel and VBA for initial 4 months contract in Sydney CBD
The Successful candidate will:
Support the implementation of the APS221 regulatory changes to ensure compliance with the additional data and reporting requirements.
Assist in re-developing the existing credit risk management tools which are used to support the current APS221 data requirements.
Analyse credit risk data and business rules to understand the as-is and to-be data requirements.
Transfer the DM framework process knowledge to teams across the project stakeholder, supporting data stewards to speed up and maximize the DM framework implementation
The candidate must have:
Experience in developing practical data solutions
Solid experience in Excel and VBA
Strong analytical and problem solving skills
Worked in a banking or financial services recently or at least for the last 3 years
For more information and automatic review, please contact ANNA quoting reference: 200971
Please click the apply button.",https://au.indeed.com/rc/clk?jk=1e69f9965f250de8&fccid=c90e910978217fed&vjs=3,4.7
Data Analyst,Data Analyst – Asset Management,Anton Murray Consulting,Sydney NSW 2000,,$90000-$99999,"Temporary, Contract","Position Description:
Data gathering, analysis & development of tracking & reporting solution for our Trust Year End timetable (wallchart).

Skills/experience required:

Highly advanced Excel skills
Data mining of excel databases
Strong understanding of funds administration operating model & client deliverables, ideally gained from a custodial or service provider environment
Strong understanding of how key fund administration concepts are linked, eg., unit pricing, trust distributions, financial reporting
Feeder/inter-fund structures
Development of critical path timetable/logistical solutions
Ability to engage with multiple business areas
Familiarity with complex work environments
Confidence in communicating ideas to business stakeholders

The idea candidate will have at least 2 years’ experience in a similar role.

A quick start is anticipated so those who are immediately available are encouraged to apply.

Contact our team to express your interest.",https://au.indeed.com/rc/clk?jk=938ea99e333e696e&fccid=f23308cafac7f4e6&vjs=3,
Data Analyst,Data Analyst,T+O+M Executive,Sydney NSW,,$90000-$99999,,"In this particular role you will be working in a project where a changing regulatory environment has driven the need for a more robust management of client data, which will in turn drive the commercial success of the business.
You will be working in a dedicated Analytics team developing new data sets through the complex extraction and manipulation (SQL) of the relevant data from the group systems (Teradata) and it's analysis using SAS.
You will work directly with the business and product teams to define the client base with the customers experience and satisfaction being at the centre of all decision making.
To be considered for this role you will need:Advanced knowledge of SAS and SQL (data extraction and manipulation)Experience with relational database such as Teradata and SQL ServerA critical thinker with an eye for detailAbility to work to tight deadlines and short turnaround timesExperience within banking products highly desirableAbility to elicit requirements from a various stakeholders and to distinguish between requests and underlying needsAbility to work with large and complex data from a variety of sources across numerous database platforms.
If you're interested in being considered for this newly establish and growing team, please send your resume to nicolina.bosnic@tomexecutive.com for consideration.

PLEASE NOTE OLY SUCCESSFUL CANDIDATES WILL BE CONTACTED.",https://au.indeed.com/rc/clk?jk=2ebcbf2c14ba10d1&fccid=d4996e2beb65fee3&vjs=3,
Data Analyst,Data Analyst (3 month temp-perm),FutureYou,New South Wales,,$90000-$99999,"Temporary, Contract, Permanent","Client Details

Federal Government

Description

We have an exciting opportunity for a motivated and experienced data analyst with strong communication and organisational skills. The Data Analyst will be responsible for enhancing reporting across the range of functions to ensure the business has visibility and understanding of emerging trends and risks. You will ensure the alignment of data across the range of the business functions and support enhancements to the case management system. You will take a strategic view of the data captured and analysed by the business to ensure that data recording and analysis supports the objectives outlined in the Corporate Plan and measures achievements against them. The position works in a small Information Services team, receives day-to-day direction from the Assistant Director. The role requires the ability to successfully manage competing priorities, a clear vision for effective data management and excellent written and oral communication skills.

Develop and implement a data management strategy to support business outcomes.
Take responsibility for the alignment of data across the functions of the business to support organisation-wide analysis and response to emerging risks.
Enhance a suite of reports to be used by leaders in the organisation to manage functions, assign work and understand outputs.
Ensure the accuracy of corporate reporting to support quarterly and Annual Report, appearances before Parliamentary Committees and Executive decisions regarding risks and resources.
Profile

Highly developed interpersonal skills, including the ability to negotiate and collaborate effectively with others to deliver outcomes, and to use tact and discretion in dealing with sensitive issues.

Proven strategic data management and analysis capability, including experience in implementing organisation-wide data strategies.
Technical capability to understand and support business reporting capabilities.
Demonstrated ability to think strategically, including by drawing on strong analytical skills and sound judgement.
Knowledge of, or the ability to quickly gain knowledge of, the business operations and legislative and policy framework.
Job Offer

You will be working within a small and proficient team, who have a positive culture.

If you have the required skills, a good attitude and passion for development then APPLY NOW or contact Corin 9195 2929 for a confidential discussion and to assist with your next move.",https://au.indeed.com/rc/clk?jk=e9c8809a624bb910&fccid=19c455e48370b21e&vjs=3,4.5
Data Analyst,Business Data Analyst,NAB - National Australia Bank,Melbourne VIC,,$90000-$99999,,"Work type: Permanent Full time
Location: Aust - VIC Metro

You and your new role:

Your entry into the world of tomorrow and data as a Data Steward Partner. With a strong focus on communication, consulting, education and engagement in addition to guiding and assisting Data Stewards, you will be part of NAB’s Data Stewards Partner Team to improve the Data Steward experience, and adoption of Data Governance frameworks and key initiatives using data to help transform NAB.

You will be pivotal in the better management, use and appreciation of data across the enterprise through the broad network of Data Stewards to adopt and promote good practices to support NAB manage data risk, improve data quality, and understand the importance of addressing data issues to achieve its business objectives and meet customer demands.

You will play an important role in understanding the challenges faced by the business and demonstrating how adopting good data governance practices will contribute to helping solve these problems and improve operational efficiency. A key focus for you will be to guide and empower Data Stewards to undertake their roles and responsibilities to create a data driven culture.

Day to day you will:

Consult and gather feedback from the Data Stewards, and other teams and Enterprise Data initiatives to understand they are seeking to achieve to optimise engagement and communication between all parties to maximise effort and investment in data initiatives and deliver data steward experiences and actions that drive impactful outcomes
Undertaking analysis of feedback to identify opportunities for improvement to maximise adoption Data Governance frameworks, protocols and processes
Work closely with the Data Stewards, building and fostering relationships to keep them abreast of Data Governance frameworks and initiatives such as Data Quality Issue Management and Data Quality Measurement, Lineage and related data initiatives, projects or issues relevant to their business and technical portfolio(s)
Work with the Data Steward Partner Team to develop communication and engagement strategies including the creation of a compelling narrative around the business value of data steward activity and support the development of content, tools and platforms to maximise good data governance practices and behaviours
Lead Data Stewards and stakeholders on a journey, helping them understand the data ecosystem, educating and influencing where necessary, to support the of NAB’s delivery of the Data and Analytics Strategy

A strong focus will be placed on the applicant’s analytical, influencing and communication skills and ability to engage/motivate others adopt and promote Data Governance frameworks and protocols to achieve business objectives and meet customer demands.

Your skills and experience:
Most importantly, we need you to show the right attitude: be ready to quickly learn new concepts, adapt and innovate, working in an evolving environment. You will have to demonstrate excellent collaboration skills, an eye for process improvement and a passion for mentoring your peers.

You will also be able to demonstrate the following:

Superior communications skills across visual design, written and oral to manage and build on relationships with stakeholders at different levels
Good technical or aptitude for understanding the management and use of data, Data Governance principles and concepts
Strong influencing consulting, business analysis and organisational skills with a problem solving and can-do attitude
Good understanding or interest in enabling enhanced decision making by the better management and use of data and information
Good understanding of communicating, managing and mapping a substantial group of stakeholders, whilst developing and implementing strategies to support adoption of good data governance practices and behaviours

Your new team
We know that life’s about more than money. That’s why we’re so driven to do great things in the tech and digital space. We are rapidly building top-notch data and analytics platforms in the cloud, with a new culture and ways of working; adopting FinTech start-up mentality and financial innovation. We are working more agile than ever, so that we can deliver a great banking experience to our customers.

We're NAB

We are proud to have dedicated $55 billion to help address climate change, be recognised as a Gold employer of LGBTI Inclusion by AWEI, endorsed as an employer for Women by Work180, have an African Australian Inclusion Program, Grad Programs, and Traineeship and Internship Programs. We are an equal opportunity employer and welcome diversity in the workplace.

The benefits
From education and volunteer leave to learning benefits and banking discounts, we offer access to a wide range of employee benefits.

If you think this role is the right fit for you, we invite you to apply. Let’s have a serious but informal chat about who you are and what drives you. We’d love to share our vision for the future of banking.

To be eligible to apply, you must have Australian or New Zealand citizenship or permanent residency status. Please note candidate screening and interviews may be conducted prior to the closing date of the job advert.",https://au.indeed.com/rc/clk?jk=565d8806b6e32b4b&fccid=65c671d9556962f4&vjs=3,3.7
Data Analyst,Financial Data Analyst,Queensland Treasury Corporation,Brisbane QLD,,$90000-$99999,,"About us
Queensland Treasury Corporation (QTC) plays a key role in securing Queensland’s financial success. Our organisation is a substantial player in domestic and global debt capital markets and provides a range of financial services to the State and its public sector entities, including local governments. With 30-years’ experience, QTC’s work spans across the State in energy, transport, health, water, education, property, social services and local government. We are passionate about working alongside our clients, supporting their efforts to achieve positive economic outcomes for Queensland.
About the role
It is the responsibility of the Financial Data Analyst to act as a data steward and specifically focus on the management and resolution of financial data exceptions across core business areas. You will be involved in the full data life cycle from the operational systems to the reporting layers. This will require a deep understanding of data warehousing & ETL processes so that exceptions are resolved in a time critical environment. The successful candidate will have the ability to interact with business areas to understand, translate and package data requirements into dashboard and reporting solutions. With improvements to data maturity, exposure to advanced analytics is expected to increase. Core responsibilities of the role are:
Manage financial data quality assurance and control for enterprise
Manage book of record, source of truth, valuations and transactions
Manage client statements, reporting and analysis
Manage business intelligence
Your skills and experience
Minimum of 5 years’ experience in data warehousing & business intelligence with at least 3+ years using the Microsoft BI suite of tools (SSIS, SSRS, SSAS and Power BI)
Experience in Microsoft Azure (Azure SQL, Data Factory, Data Bricks, Azure Machine Learning with R and/or Python programming)
Experience working with SQL Server v2016 or higher
Excellent and innovative dashboarding, visualisation design and implementation skills
Experience using DAX language along with a good understanding of Power BI admin tasks
Critical thinking and strong analytical skills
Strong interpersonal skills, proactive and collaborative approach to problem solving and ability to work across multiple initiatives
Prior experience working with financial data would be highly desirable.

The culture
When you become an employee at QTC you will be part of a supportive, friendly and inclusive environment where every person’s voice is valued and heard. Energy is important to us, and we strive to enable our people to feel energised and bring their energy to work.
To be considered for this exciting opportunity, please submit your cover letter and CV no later than Friday 17th January 2020.",https://au.indeed.com/rc/clk?jk=60d6323b1d6a8da8&fccid=3b13ec1c4106a2a0&vjs=3,
Data Analyst,Senior Data Analyst,CUA,Brisbane QLD,,$90000-$99999,,"Senior Data Analyst
As the Senior Data Analyst you will leverage all CUA data sources to provide analytics and reporting and provide ongoing support relating to this. You will have the opportunity to work closely with senior staff and leaders across the organisation to deliver tactical and strategic reporting and analytical solutions.


You will be need to be flexible and creative to ensure the best data is used in each situation and that data has been appropriately tested, validated and manipulated before being distributed. You are a key contributor to our Data & Analytics team and can demonstrate critical thinking and influence across the broader CUA.

Talent Factor…

You are passionate about data and its ability to inform business decisions and practicesYou know how to find data and don't mind getting your hands dirty in databases, spreadsheets, BI and analytical toolsKnow how to analyse and interpret dataCan communicate your analysis and findings to a wide range of stakeholdersUnderstand enough about IT systems and solutions to hold meaningful conversations
Have exposure to data warehouses, operational databases, BI tools, analytic tools and visualisation toolsA collaborative mindset, demonstrating success in problem solving

Essential Experience

3 years plus experience in the banking and finance industryDemonstrates initiative, sound analytical, reasoning and problem solving skillsProven ability to balance technical focus with an eye for continual process improvementsThe ability to understand the importance of data as a key business enablerHigh level of enthusiasm and drive to deliver change in a dynamic environmentExcellent skills in Excel (Macro Level)Exposure to predictive modelling tools and techniquesUnderstanding of ETL systems and processesUnderstanding of dimensional modelling concepts and practicesStrong stakeholder engagement skills with the ability to present complex information

Questions? Please call James from our Talent Acquisition team on 07 3552 4112.",https://au.indeed.com/rc/clk?jk=4172edfdd2888ea7&fccid=869ca731852be92a&vjs=3,3.7
Data Analyst,BA/Data Analyst - workers comp,Hudson,Sydney NSW,,$90000-$99999,,"Workers Comps + Reporting skills
QLIK
Sydney CBD Based

My client is looking for a superstar able to proactively identify risks through data analytics and minimise the impact for the company.
You will be reporting directly to senior management, and you will need working with them on a daily basis.
YOUR RESPONSIBILITIES
Providing incisive analysis and making recommendations to enhance and improve current claims management processes, and performance.
Modelling performance and financial outcomes.
Provide assistance to understand claims management practices and emerging experience trends
Make recommendations to enhance and improve current processes for data collation and extraction, monitoring and reporting.
Deliver detailed analysis of portfolio trends, utilizing information to make strategic decisions


ABOUT YOU

Sound knowledge and experience of Workers Compensation Insurance
Proven knowledge of data visualisation platforms such as Qlik sense
Proven Base SAS and SQL experience
Experience in reporting on Claims management
Excellent communication and problem solving skills are a must.


ON OFFER FOR YOU:

Generous Salary
Monthly social events and celebrations
Work from home once a week
free fruit in the office
Please Click Apply now or contact Maria Ercules on maria.ercules@hudson.com

BBBH186070",https://au.indeed.com/rc/clk?jk=cfea2a1adefbd64f&fccid=431d2ca6de573e38&vjs=3,3.6
Data Analyst,Data Analyst,Michael Page,Perth WA,"$85,000 - $100,000 a year",$90000-$99999,Permanent,"Opportunity to work with emerging technology

Growth organisation

About Our Client
Our client is a solution focused business operating within some of WA's largest businesses. It gains drives success from focus on delivery and experience to its clients.

Job Description
The key responsibilities include:

Collect, interpret and understand statistical data.
Undertake process analysis and focus on business improvement.
Identify and interpret trends within data.
Acquire data from primary or secondary sources.
The Successful Applicant
The client is looking for the following skills:

3 to 5 years experience working with data.
Experience working with business process.
Knowledge of reporting packages including (Business Objects and SQL).
Strong analytical skills and communication ability.
What's on Offer
This is a permanent opportunity, the client is open to candidates with all relevant experience.

Contact:
Ryan Jones",https://au.indeed.com/rc/clk?jk=7610946681a8301b&fccid=77087bd1709a8148&vjs=3,3.5
